GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32
Id,Id2,Geography,Total; Estimate; HOUSEHOLD INCOME - All households,Total; Margin of Error; HOUSEHOLD INCOME - All households,Mean income (dollars); Estimate; HOUSEHOLD INCOME - All households,Mean income (dollars); Margin of Error; HOUSEHOLD INCOME - All households,Total; Estimate; HOUSEHOLD INCOME - All households - With earnings,Total; Margin of Error; HOUSEHOLD INCOME - All households - With earnings,Mean income (dollars); Estimate; HOUSEHOLD INCOME - All households - With earnings,Mean income (dollars); Margin of Error; HOUSEHOLD INCOME - All households - With earnings,"Total; Estimate; HOUSEHOLD INCOME - All households - With interest, dividends, or net rental income","Total; Margin of Error; HOUSEHOLD INCOME - All households - With interest, dividends, or net rental income","Mean income (dollars); Estimate; HOUSEHOLD INCOME - All households - With interest, dividends, or net rental income","Mean income (dollars); Margin of Error; HOUSEHOLD INCOME - All households - With interest, dividends, or net rental income",Total; Estimate; HOUSEHOLD INCOME - All households - With Social Security income,Total; Margin of Error; HOUSEHOLD INCOME - All households - With Social Security income,Mean income (dollars); Estimate; HOUSEHOLD INCOME - All households - With Social Security income,Mean income (dollars); Margin of Error; HOUSEHOLD INCOME - All households - With Social Security income,Total; Estimate; HOUSEHOLD INCOME - All households - With Supplemental Security Income (SSI),Total; Margin of Error; HOUSEHOLD INCOME - All households - With Supplemental Security Income (SSI),Mean income (dollars); Estimate; HOUSEHOLD INCOME - All households - With Supplemental Security Income (SSI),Mean income (dollars); Margin of Error; HOUSEHOLD INCOME - All households - With Supplemental Security Income (SSI),Total; Estimate; HOUSEHOLD INCOME - All households - With cash public assistance income,Total; Margin of Error; HOUSEHOLD INCOME - All households - With cash public assistance income,Mean income (dollars); Estimate; HOUSEHOLD INCOME - All households - With cash public assistance income,Mean income (dollars); Margin of Error; HOUSEHOLD INCOME - All households - With cash public assistance income,Total; Estimate; HOUSEHOLD INCOME - All households - With retirement income,Total; Margin of Error; HOUSEHOLD INCOME - All households - With retirement income,Mean income (dollars); Estimate; HOUSEHOLD INCOME - All households - With retirement income,Mean income (dollars); Margin of Error; HOUSEHOLD INCOME - All households - With retirement income,Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - No workers,Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - No workers,Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - No workers,Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - No workers,Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 1 worker,Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 1 worker,Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 1 worker,Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 1 worker,"Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, husband and wife worked","Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, husband and wife worked","Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, husband and wife worked","Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, husband and wife worked","Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, other","Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, other","Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, other","Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, other","Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, husband and wife worked","Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, husband and wife worked","Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, husband and wife worked","Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, husband and wife worked","Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, other","Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, other","Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, other","Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, other",Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - White,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - White,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - White,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - White,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Black or African American,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Black or African American,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Black or African American,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Black or African American,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - American Indian and Alaska Native,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - American Indian and Alaska Native,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - American Indian and Alaska Native,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - American Indian and Alaska Native,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Asian,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Asian,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Asian,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Asian,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Native Hawaiian and Other Pacific Islander,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Native Hawaiian and Other Pacific Islander,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Some other race,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Some other race,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Some other race,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Some other race,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Two or more races,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Two or more races,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Two or more races,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Two or more races,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Hispanic or Latino origin (of any race),Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Hispanic or Latino origin (of any race),Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Hispanic or Latino origin (of any race),Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Hispanic or Latino origin (of any race),"Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - White alone, not Hispanic or Latino","Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - White alone, not Hispanic or Latino","Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - White alone, not Hispanic or Latino","Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - White alone, not Hispanic or Latino",Total; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Mean income (dollars); Estimate; PERCENT IMPUTED - Household income in the past 12 months,Mean income (dollars); Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Mean income (dollars); Estimate; PERCENT IMPUTED - Family income in the past 12 months,Mean income (dollars); Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Individual income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Individual income in the past 12 months,Mean income (dollars); Estimate; PERCENT IMPUTED - Individual income in the past 12 months,Mean income (dollars); Margin of Error; PERCENT IMPUTED - Individual income in the past 12 months
0400000US01,01,Alabama,1815865,10024,57957,775,76.3,0.4,59272,826,19.5,0.4,13463,962,31.9,0.4,14376,136,4.7,0.3,6798,254,1.3,0.1,2587,335,19.3,0.4,19647,836,1216612,11381,69141,992,15.5,0.4,36051,1579,34.2,0.7,56013,1840,32.6,0.7,90765,1422,8.7,0.4,61773,2423,7.1,0.4,110976,3842,1.9,0.2,79926,6886,4661900,*****,23336,319,70.3,0.1,26622,432,26.2,0.1,15281,334,0.5,0.1,20491,2160,1.0,0.1,23304,4156,0.0,0.1,25992,20225,0.7,0.1,12257,1884,1.3,0.1,15138,2016,2.8,0.1,12168,742,68.4,0.1,27019,446,28.2,(X),(X),(X),28.6,(X),(X),(X),22.3,(X),(X),(X)
0400000US02,02,Alaska,237607,2898,83423,2557,90.0,0.8,76632,2754,46.3,1.4,8431,968,17.2,0.8,14504,616,2.8,0.5,7363,869,6.1,0.7,3536,328,16.9,1.0,26633,1464,157273,3920,94041,3398,7.0,0.9,48960,5283,30.7,1.8,68459,4814,39.3,1.9,115369,7944,9.9,1.1,80213,5324,10.7,1.0,127007,5556,2.4,0.6,112365,11891,686293,*****,31175,881,69.1,0.4,36756,1214,3.6,0.5,24121,3336,12.7,0.5,16769,964,4.6,0.3,22098,2051,0.5,0.1,18074,5740,1.2,0.3,26063,8119,8.1,0.6,16226,1890,6.2,0.2,24897,4407,65.6,0.1,37244,1186,22.1,(X),(X),(X),22.9,(X),(X),(X),17.0,(X),(X),(X)
0400000US04,04,Arizona,2273842,11467,68066,720,78.5,0.3,68065,765,23.9,0.4,18295,1176,28.7,0.3,15598,149,2.6,0.2,8249,310,2.1,0.2,2887,279,19.0,0.4,22185,564,1489192,13955,77951,966,16.2,0.4,49580,1684,33.8,0.6,62852,2015,30.8,0.6,102554,1954,9.0,0.4,67232,2473,7.7,0.3,114040,3552,2.6,0.2,89058,5877,6500180,*****,25415,268,80.1,0.4,27574,310,3.6,0.1,20341,1368,4.4,0.1,12427,658,2.4,0.1,29029,2173,0.1,0.1,17419,4121,6.8,0.4,14960,591,2.6,0.1,12447,917,30.1,0.1,14518,350,58.2,0.1,32454,390,27.6,(X),(X),(X),27.5,(X),(X),(X),21.7,(X),(X),(X)
0400000US05,05,Arkansas,1114041,8021,52592,755,75.8,0.5,53735,796,19.4,0.5,13365,1277,32.8,0.5,14149,179,5.2,0.3,6960,313,2.0,0.2,2778,346,16.9,0.4,17511,623,751956,8609,62123,1043,16.4,0.5,35246,1451,32.6,0.7,48841,1927,34.1,0.8,81438,1683,8.4,0.6,55497,3505,6.5,0.4,102579,4084,2.0,0.2,66302,6059,2855390,*****,21123,299,78.7,0.2,23162,357,15.5,0.1,13538,641,0.5,0.1,13314,2280,1.0,0.1,22636,5026,0.1,0.1,8735,3047,2.2,0.2,10069,1143,2.0,0.2,13335,1430,5.5,0.1,10662,675,75.6,0.1,23645,372,27.6,(X),(X),(X),28.2,(X),(X),(X),21.2,(X),(X),(X)
0400000US06,06,California,12176760,21139,84275,437,82.4,0.2,83944,462,25.5,0.2,23012,652,23.7,0.1,14781,78,4.4,0.1,8949,124,3.2,0.1,5090,125,15.1,0.1,24633,374,8265877,24391,94235,566,11.3,0.1,51346,1267,33.2,0.3,74471,967,31.2,0.2,124882,1177,10.8,0.2,78504,1168,9.2,0.2,130225,1734,4.3,0.1,100123,2095,36756666,*****,29388,149,62.5,0.2,33661,223,6.2,0.1,22931,458,0.9,0.1,21277,1247,12.4,0.1,31485,358,0.4,0.1,21646,1402,14.2,0.2,15354,222,3.6,0.1,17102,649,36.6,*****,15995,138,42.0,0.1,41914,318,28.7,(X),(X),(X),29.6,(X),(X),(X),22.0,(X),(X),(X)
0400000US08,08,Colorado,1897835,9244,76462,776,84.9,0.3,74119,800,27.1,0.4,19173,1372,20.6,0.3,14545,194,2.2,0.1,7939,369,1.8,0.2,2958,367,15.0,0.3,25100,723,1208994,12292,90616,1111,9.8,0.3,55849,3999,29.8,0.7,72336,2307,41.2,0.7,108718,1501,8.4,0.3,72572,3592,8.7,0.4,123013,4217,2.2,0.2,94928,8065,4939456,*****,30471,302,84.7,0.3,32456,342,3.8,0.1,20752,1245,1.0,0.1,17685,1695,2.6,0.1,29873,2106,0.1,0.1,16717,4773,4.8,0.3,15639,1054,3.1,0.2,15752,1038,20.2,*****,15315,451,70.8,0.1,35802,377,22.1,(X),(X),(X),22.2,(X),(X),(X),17.7,(X),(X),(X)
0400000US09,09,Connecticut,1329305,5895,95881,1284,81.5,0.5,96494,1099,32.0,0.5,21925,1790,28.3,0.4,15974,204,2.8,0.2,8500,467,2.8,0.2,4130,399,17.0,0.4,23515,1091,888825,8063,114987,1654,10.6,0.5,55939,3638,29.9,0.7,100673,3740,36.4,0.7,141073,3300,9.6,0.5,87515,4675,10.6,0.4,149612,4317,2.8,0.3,116627,10838,3501252,*****,37393,499,80.1,0.3,41015,625,9.5,0.1,21749,966,0.2,0.1,22152,5079,3.5,0.1,37217,3176,0.0,0.1,19303,6294,4.6,0.3,15449,1135,2.1,0.2,19689,2538,12.0,*****,18475,973,73.6,0.1,42754,663,28.5,(X),(X),(X),29.5,(X),(X),(X),23.0,(X),(X),(X)
0400000US10,10,Delaware,328654,3672,75833,2038,80.5,0.8,74605,2117,26.4,0.9,15421,2391,29.2,0.7,16143,394,2.9,0.5,8772,855,2.1,0.4,1911,441,22.9,0.9,23905,2333,222044,4500,88004,2762,13.3,0.9,53437,6541,32.2,1.5,69412,5642,32.9,1.4,109648,4825,9.6,0.8,84154,15623,9.4,0.9,125518,6850,2.5,0.5,100258,14890,873092,*****,29417,738,72.7,0.4,32338,994,20.6,0.3,19973,1201,0.3,0.1,21154,5566,2.9,0.1,39525,6652,0.0,0.1,N,N,1.8,0.4,15714,3170,1.7,0.3,17468,6181,6.8,*****,15398,1430,68.2,0.1,33466,1023,29.1,(X),(X),(X),28.3,(X),(X),(X),22.6,(X),(X),(X)
0400000US11,11,District of Columbia,249996,3353,93118,3155,81.3,1.2,94705,3117,28.2,1.1,24246,3793,18.8,1.0,11869,529,3.8,0.6,7352,668,4.3,0.6,3753,613,16.4,0.9,34521,3580,107365,3934,117545,6284,13.9,1.6,44900,7780,36.6,2.6,83543,11227,28.4,1.7,208898,17136,15.2,1.7,76613,7881,3.1,0.8,211001,50879,2.7,0.7,114860,25101,591833,*****,42069,1288,37.5,0.6,71303,3290,53.4,0.6,23049,902,0.4,0.1,21349,13779,3.4,0.1,42330,5086,0.1,0.1,N,N,3.2,0.6,26298,4753,2.0,0.6,31379,6072,8.6,*****,29159,3615,32.8,0.2,76703,3578,28.7,(X),(X),(X),33.0,(X),(X),(X),27.4,(X),(X),(X)
