GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32
Id,Id2,Geography,Total; Estimate; HOUSEHOLD INCOME - All households,Total; Margin of Error; HOUSEHOLD INCOME - All households,Mean income (dollars); Estimate; HOUSEHOLD INCOME - All households,Mean income (dollars); Margin of Error; HOUSEHOLD INCOME - All households,Total; Estimate; HOUSEHOLD INCOME - All households - With earnings,Total; Margin of Error; HOUSEHOLD INCOME - All households - With earnings,Mean income (dollars); Estimate; HOUSEHOLD INCOME - All households - With earnings,Mean income (dollars); Margin of Error; HOUSEHOLD INCOME - All households - With earnings,"Total; Estimate; HOUSEHOLD INCOME - All households - With interest, dividends, or net rental income","Total; Margin of Error; HOUSEHOLD INCOME - All households - With interest, dividends, or net rental income","Mean income (dollars); Estimate; HOUSEHOLD INCOME - All households - With interest, dividends, or net rental income","Mean income (dollars); Margin of Error; HOUSEHOLD INCOME - All households - With interest, dividends, or net rental income",Total; Estimate; HOUSEHOLD INCOME - All households - With Social Security income,Total; Margin of Error; HOUSEHOLD INCOME - All households - With Social Security income,Mean income (dollars); Estimate; HOUSEHOLD INCOME - All households - With Social Security income,Mean income (dollars); Margin of Error; HOUSEHOLD INCOME - All households - With Social Security income,Total; Estimate; HOUSEHOLD INCOME - All households - With Supplemental Security Income (SSI),Total; Margin of Error; HOUSEHOLD INCOME - All households - With Supplemental Security Income (SSI),Mean income (dollars); Estimate; HOUSEHOLD INCOME - All households - With Supplemental Security Income (SSI),Mean income (dollars); Margin of Error; HOUSEHOLD INCOME - All households - With Supplemental Security Income (SSI),Total; Estimate; HOUSEHOLD INCOME - All households - With cash public assistance income,Total; Margin of Error; HOUSEHOLD INCOME - All households - With cash public assistance income,Mean income (dollars); Estimate; HOUSEHOLD INCOME - All households - With cash public assistance income,Mean income (dollars); Margin of Error; HOUSEHOLD INCOME - All households - With cash public assistance income,Total; Estimate; HOUSEHOLD INCOME - All households - With retirement income,Total; Margin of Error; HOUSEHOLD INCOME - All households - With retirement income,Mean income (dollars); Estimate; HOUSEHOLD INCOME - All households - With retirement income,Mean income (dollars); Margin of Error; HOUSEHOLD INCOME - All households - With retirement income,Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - No workers,Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - No workers,Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - No workers,Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - No workers,Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 1 worker,Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 1 worker,Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 1 worker,Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 1 worker,"Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, husband and wife worked","Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, husband and wife worked","Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, husband and wife worked","Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, husband and wife worked","Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, other","Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, other","Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, other","Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, other","Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, husband and wife worked","Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, husband and wife worked","Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, husband and wife worked","Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, husband and wife worked","Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, other","Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, other","Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, other","Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, other",Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - White,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - White,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - White,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - White,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Black or African American,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Black or African American,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Black or African American,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Black or African American,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - American Indian and Alaska Native,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - American Indian and Alaska Native,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - American Indian and Alaska Native,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - American Indian and Alaska Native,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Asian,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Asian,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Asian,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Asian,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Native Hawaiian and Other Pacific Islander,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Native Hawaiian and Other Pacific Islander,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Some other race,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Some other race,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Some other race,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Some other race,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Two or more races,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Two or more races,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Two or more races,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Two or more races,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Hispanic or Latino origin (of any race),Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Hispanic or Latino origin (of any race),Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Hispanic or Latino origin (of any race),Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Hispanic or Latino origin (of any race),"Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - White alone, not Hispanic or Latino","Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - White alone, not Hispanic or Latino","Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - White alone, not Hispanic or Latino","Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - White alone, not Hispanic or Latino",Total; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Mean income (dollars); Estimate; PERCENT IMPUTED - Household income in the past 12 months,Mean income (dollars); Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Mean income (dollars); Estimate; PERCENT IMPUTED - Family income in the past 12 months,Mean income (dollars); Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Individual income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Individual income in the past 12 months,Mean income (dollars); Estimate; PERCENT IMPUTED - Individual income in the past 12 months,Mean income (dollars); Margin of Error; PERCENT IMPUTED - Individual income in the past 12 months
0400000US01,01,Alabama,1848051,10312,55543,557,75.1,0.4,57181,669,17.8,0.5,12819,1017,32.1,0.4,14743,166,5.2,0.3,7220,210,1.6,0.1,2298,229,19.8,0.4,19133,731,1246056,11767,66085,777,16.8,0.4,35497,1577,35.2,0.6,54417,1471,30.8,0.6,89145,1718,8.8,0.4,59577,2277,6.6,0.3,105590,4412,1.9,0.2,73358,4288,4708708,*****,22349,237,70.0,0.1,25456,300,26.1,0.1,14989,385,0.5,0.1,17371,2287,1.1,0.1,22105,2457,0.0,0.1,15586,6654,0.9,0.1,12374,1420,1.4,0.1,12773,1446,3.1,0.1,10361,634,67.9,0.1,25914,306,25.0,(X),(X),(X),25.7,(X),(X),(X),18.9,(X),(X),(X)
0400000US02,02,Alaska,236597,2353,81471,2318,88.5,0.9,74944,2329,44.3,1.6,7705,714,18.7,0.8,14152,452,2.9,0.5,6971,868,6.3,0.9,4008,500,19.0,1.1,25825,1382,159940,3646,92333,2979,7.3,0.8,47132,5204,31.7,1.9,67120,3456,39.0,1.8,111990,5871,9.7,1.0,82889,7119,10.4,1.0,132598,9181,2.0,0.4,110502,12748,698473,*****,29504,801,68.3,0.4,34667,1111,3.9,0.2,20109,2449,13.2,0.5,18157,1196,4.8,0.3,23643,2457,0.8,0.1,15470,2360,1.7,0.4,20039,2356,7.4,0.5,14248,1529,6.2,0.1,18778,1582,65.0,0.1,35342,1147,20.8,(X),(X),(X),21.5,(X),(X),(X),16.1,(X),(X),(X)
0400000US04,04,Arizona,2276865,11778,64591,662,77.6,0.4,64816,712,22.2,0.4,16174,1202,29.1,0.3,16138,165,2.9,0.2,8244,268,2.5,0.2,3160,282,18.9,0.4,22983,603,1514235,13945,73615,870,17.1,0.4,45285,1739,33.5,0.6,59037,1591,30.7,0.6,96367,1464,9.2,0.4,69835,3736,7.2,0.3,112026,3283,2.5,0.2,86480,4945,6595778,*****,23747,231,80.0,0.3,25665,286,3.9,0.1,18648,1265,4.5,0.1,11411,566,2.5,0.1,28498,2051,0.2,0.1,17961,4877,6.2,0.3,14522,647,2.8,0.2,12065,1118,30.8,*****,13440,320,57.1,0.1,30576,353,26.4,(X),(X),(X),27.1,(X),(X),(X),21.2,(X),(X),(X)
0400000US05,05,Arkansas,1124947,8066,51324,850,75.7,0.5,52423,941,18.4,0.5,11402,1336,33.4,0.5,14579,170,4.9,0.3,6885,308,2.1,0.2,2593,435,16.7,0.4,17272,1197,768492,8905,60149,995,16.8,0.6,34287,2016,34.8,0.8,46626,1591,32.6,0.9,81781,2066,7.8,0.4,55966,2827,6.6,0.4,93434,3587,1.3,0.2,70411,7353,2889450,*****,20612,340,78.4,0.2,22631,428,15.5,0.2,13281,525,0.6,0.1,17359,3256,1.1,0.1,22094,4902,0.1,0.1,11142,4771,2.3,0.2,9675,847,2.0,0.2,11283,1076,6.0,0.1,10338,564,75.0,0.1,23152,452,26.0,(X),(X),(X),26.2,(X),(X),(X),19.9,(X),(X),(X)
0400000US06,06,California,12214891,20992,80819,394,82.0,0.1,80660,420,24.0,0.2,19908,570,24.3,0.1,15156,74,4.5,0.1,8839,113,3.7,0.1,5371,108,15.2,0.1,24838,379,8366253,25708,89752,510,11.9,0.2,47219,1075,33.4,0.3,70477,920,30.6,0.2,120891,974,10.6,0.2,76680,1203,9.1,0.1,123177,1358,4.4,0.1,96841,1866,36961664,*****,27885,133,62.7,0.2,31578,206,6.1,0.1,22218,395,0.8,0.1,19779,859,12.5,0.1,30971,357,0.4,0.1,21241,1283,13.8,0.2,14574,209,3.8,0.1,16596,485,37.0,*****,15000,127,41.5,0.1,39806,287,26.7,(X),(X),(X),27.5,(X),(X),(X),20.0,(X),(X),(X)
0400000US08,08,Colorado,1910146,9468,73605,781,84.0,0.4,71919,762,25.8,0.4,16541,1290,21.5,0.3,14915,172,2.4,0.2,8270,390,2.0,0.2,3486,295,15.3,0.3,25501,686,1233139,11054,87455,1103,10.8,0.4,50868,2675,30.7,0.7,70988,2508,39.8,0.7,106637,1703,8.4,0.4,71536,3965,8.5,0.3,119285,3460,1.9,0.2,86295,5974,5024748,*****,29015,304,84.6,0.3,30891,361,3.9,0.1,18628,896,1.0,0.1,21390,2523,2.6,0.1,29215,1764,0.1,0.1,24479,6069,4.6,0.3,14834,684,3.2,0.2,14870,1304,20.3,*****,14859,440,70.5,0.1,34060,418,20.2,(X),(X),(X),20.2,(X),(X),(X),16.1,(X),(X),(X)
0400000US09,09,Connecticut,1326329,5869,92807,1519,81.1,0.4,95075,1640,29.9,0.5,16958,1190,28.3,0.4,16496,172,2.5,0.2,8653,442,2.9,0.2,3968,309,17.6,0.4,22931,767,890530,9200,110200,1885,11.1,0.5,51331,2839,30.0,0.8,94606,3552,35.7,0.7,135341,3485,9.0,0.5,92118,5356,11.2,0.5,147083,3944,3.0,0.3,102233,5870,3518288,*****,35747,581,79.1,0.3,39504,705,9.6,0.2,21066,1002,0.3,0.1,22948,4344,3.5,0.1,37814,2787,0.0,0.1,23457,9650,5.3,0.3,15219,1224,2.2,0.2,12712,1442,12.3,*****,17359,707,72.8,0.1,41163,753,27.2,(X),(X),(X),28.3,(X),(X),(X),21.4,(X),(X),(X)
0400000US10,10,Delaware,327252,4316,73308,2012,79.5,0.9,72562,2239,26.0,1.1,11624,1274,30.7,0.8,16863,450,3.0,0.5,7456,540,2.6,0.5,2672,540,23.4,0.8,23213,1135,220655,4595,84568,2526,13.7,1.1,47781,3856,32.6,1.4,65738,4927,32.2,1.3,111835,5262,9.4,0.8,64458,4490,9.4,1.0,128853,7254,2.6,0.5,88559,11814,885122,*****,28131,732,71.9,0.5,31214,938,20.8,0.4,19564,947,0.3,0.1,16147,6165,3.1,0.1,33428,5232,0.0,0.1,N,N,1.8,0.4,14603,2885,2.1,0.3,13240,3069,7.2,*****,13580,1243,67.4,0.1,32371,986,25.5,(X),(X),(X),25.5,(X),(X),(X),20.1,(X),(X),(X)
0400000US11,11,District of Columbia,249280,3172,92068,2603,80.6,1.2,96568,2415,26.0,1.2,19822,3327,18.8,0.8,12174,611,3.8,0.6,6640,528,5.3,0.8,3775,425,15.5,1.1,32999,2971,109030,4490,113325,5055,14.9,1.5,47009,11517,36.1,2.7,82478,7339,28.9,2.1,193213,13474,13.4,2.0,79733,10196,4.0,0.9,173135,33776,2.7,0.7,112378,20606,599657,*****,40797,1138,38.7,0.7,65865,2779,53.2,0.4,23447,995,0.3,0.1,55840,17022,2.9,0.2,51255,6273,0.1,0.1,N,N,2.9,0.7,22071,5986,1.8,0.3,24456,4522,8.8,*****,26026,3473,33.3,0.2,71871,2994,25.5,(X),(X),(X),29.3,(X),(X),(X),22.3,(X),(X),(X)
