GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32
Id,Id2,Geography,Total; Estimate; HOUSEHOLD INCOME - All households,Total; Margin of Error; HOUSEHOLD INCOME - All households,Mean income (dollars); Estimate; HOUSEHOLD INCOME - All households,Mean income (dollars); Margin of Error; HOUSEHOLD INCOME - All households,Total; Estimate; HOUSEHOLD INCOME - All households - With earnings,Total; Margin of Error; HOUSEHOLD INCOME - All households - With earnings,Mean income (dollars); Estimate; HOUSEHOLD INCOME - All households - With earnings,Mean income (dollars); Margin of Error; HOUSEHOLD INCOME - All households - With earnings,"Total; Estimate; HOUSEHOLD INCOME - All households - With interest, dividends, or net rental income","Total; Margin of Error; HOUSEHOLD INCOME - All households - With interest, dividends, or net rental income","Mean income (dollars); Estimate; HOUSEHOLD INCOME - All households - With interest, dividends, or net rental income","Mean income (dollars); Margin of Error; HOUSEHOLD INCOME - All households - With interest, dividends, or net rental income",Total; Estimate; HOUSEHOLD INCOME - All households - With Social Security income,Total; Margin of Error; HOUSEHOLD INCOME - All households - With Social Security income,Mean income (dollars); Estimate; HOUSEHOLD INCOME - All households - With Social Security income,Mean income (dollars); Margin of Error; HOUSEHOLD INCOME - All households - With Social Security income,Total; Estimate; HOUSEHOLD INCOME - All households - With Supplemental Security Income (SSI),Total; Margin of Error; HOUSEHOLD INCOME - All households - With Supplemental Security Income (SSI),Mean income (dollars); Estimate; HOUSEHOLD INCOME - All households - With Supplemental Security Income (SSI),Mean income (dollars); Margin of Error; HOUSEHOLD INCOME - All households - With Supplemental Security Income (SSI),Total; Estimate; HOUSEHOLD INCOME - All households - With cash public assistance income,Total; Margin of Error; HOUSEHOLD INCOME - All households - With cash public assistance income,Mean income (dollars); Estimate; HOUSEHOLD INCOME - All households - With cash public assistance income,Mean income (dollars); Margin of Error; HOUSEHOLD INCOME - All households - With cash public assistance income,Total; Estimate; HOUSEHOLD INCOME - All households - With retirement income,Total; Margin of Error; HOUSEHOLD INCOME - All households - With retirement income,Mean income (dollars); Estimate; HOUSEHOLD INCOME - All households - With retirement income,Mean income (dollars); Margin of Error; HOUSEHOLD INCOME - All households - With retirement income,Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - No workers,Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - No workers,Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - No workers,Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - No workers,Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 1 worker,Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 1 worker,Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 1 worker,Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 1 worker,"Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, husband and wife worked","Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, husband and wife worked","Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, husband and wife worked","Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, husband and wife worked","Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, other","Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, other","Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, other","Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, other","Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, husband and wife worked","Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, husband and wife worked","Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, husband and wife worked","Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, husband and wife worked","Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, other","Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, other","Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, other","Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, other",Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - White,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - White,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - White,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - White,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Black or African American,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Black or African American,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Black or African American,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Black or African American,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - American Indian and Alaska Native,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - American Indian and Alaska Native,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - American Indian and Alaska Native,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - American Indian and Alaska Native,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Asian,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Asian,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Asian,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Asian,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Native Hawaiian and Other Pacific Islander,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Native Hawaiian and Other Pacific Islander,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Some other race,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Some other race,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Some other race,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Some other race,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Two or more races,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Two or more races,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Two or more races,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Two or more races,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Hispanic or Latino origin (of any race),Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Hispanic or Latino origin (of any race),Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Hispanic or Latino origin (of any race),Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Hispanic or Latino origin (of any race),"Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - White alone, not Hispanic or Latino","Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - White alone, not Hispanic or Latino","Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - White alone, not Hispanic or Latino","Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - White alone, not Hispanic or Latino",Total; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Mean income (dollars); Estimate; PERCENT IMPUTED - Household income in the past 12 months,Mean income (dollars); Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Mean income (dollars); Estimate; PERCENT IMPUTED - Family income in the past 12 months,Mean income (dollars); Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Individual income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Individual income in the past 12 months,Mean income (dollars); Estimate; PERCENT IMPUTED - Individual income in the past 12 months,Mean income (dollars); Margin of Error; PERCENT IMPUTED - Individual income in the past 12 months
0400000US01,01,Alabama,1788692,9253,50743,582,76.1,0.4,53165,792,19.7,0.4,9116,856,30.4,0.5,12527,150,5.7,0.2,6536,222,1.4,0.1,2352,325,19.0,0.4,16647,361,1223725,12107,60112,757,16.2,0.5,30605,1315,33.5,0.7,47834,1548,31.8,0.7,80475,1686,9.2,0.5,57442,5266,7.3,0.4,93951,2739,1.9,0.2,69247,5441,4442558,*****,21168,260,71.0,0.1,24231,355,25.8,0.1,13244,334,0.5,0.1,18885,2111,0.9,0.1,26114,4423,0.0,0.1,21978,15772,0.8,0.1,11093,1494,1.1,0.1,13079,1507,2.2,0.1,13002,1141,69.6,0.1,24427,368,25.0,(X),(X),(X),26.3,(X),(X),(X),18.5,(X),(X),(X)
0400000US02,02,Alaska,233252,2012,70878,2184,88.5,0.8,67273,2200,49.4,1.4,6569,1239,17.6,0.9,11702,446,2.6,0.4,6304,878,6.6,0.8,3660,442,16.9,1.0,22066,1558,157187,3442,80026,2982,8.0,0.9,38612,3850,30.9,1.8,60785,5465,39.4,2.0,95006,3317,9.3,1.0,67455,5006,9.7,0.9,123727,19643,2.7,0.5,89998,14049,641724,*****,26310,765,69.2,0.4,31293,1068,3.4,0.1,17158,2187,14.2,0.5,14287,997,4.5,0.3,19348,2771,0.5,0.1,16455,5087,1.3,0.3,17395,4257,6.9,0.6,12600,1514,4.8,0.1,17754,2229,66.7,0.1,31695,1088,22.9,(X),(X),(X),23.3,(X),(X),(X),17.3,(X),(X),(X)
0400000US04,04,Arizona,2204013,9234,59262,730,78.9,0.4,59904,820,22.4,0.4,13180,614,27.7,0.3,14079,153,3.0,0.2,7436,246,2.3,0.2,2843,250,18.3,0.4,19739,583,1459460,12957,67400,995,16.5,0.5,40196,1441,33.5,0.6,53755,1662,30.7,0.6,90113,1862,9.3,0.4,57967,1884,7.3,0.3,103999,5770,2.7,0.3,77801,6051,5829839,*****,23365,281,76.2,0.4,26095,348,3.1,0.1,19826,1839,4.7,0.1,10518,443,2.2,0.1,26819,1897,0.1,0.1,20266,7368,11.3,0.4,13199,490,2.4,0.2,11230,832,28.6,*****,13056,293,60.2,0.1,29493,420,24.1,(X),(X),(X),24.2,(X),(X),(X),17.7,(X),(X),(X)
0400000US05,05,Arkansas,1087542,7421,46377,575,76.7,0.5,47663,697,19.6,0.6,9201,853,31.9,0.5,12359,171,5.3,0.4,6371,256,1.7,0.2,2152,323,16.9,0.5,15069,501,742444,9416,54377,717,15.5,0.6,29919,1324,31.7,0.7,42063,1224,35.0,0.9,71352,1414,8.7,0.6,47941,3048,7.4,0.4,84439,2411,1.8,0.3,60817,6100,2701431,*****,19325,218,79.0,0.3,21185,251,15.3,0.2,12068,415,0.7,0.1,14894,1558,0.9,0.1,23081,3950,0.2,0.1,12810,4025,2.4,0.3,10155,1247,1.4,0.2,10261,1686,4.7,0.1,10501,848,77.0,0.1,21435,255,22.9,(X),(X),(X),23.1,(X),(X),(X),16.6,(X),(X),(X)
0400000US06,06,California,12097894,20853,74043,399,82.5,0.2,74668,412,25.0,0.2,16830,463,23.2,0.1,13336,70,4.9,0.1,8369,108,3.4,0.1,5140,130,15.4,0.2,20788,275,8281119,30567,82577,490,11.7,0.2,41222,883,33.0,0.3,66422,893,31.0,0.3,109928,1185,11.0,0.2,69801,1325,8.9,0.2,115826,1584,4.4,0.1,85917,2446,35278768,*****,26800,129,60.9,0.2,31251,199,6.1,0.1,20982,434,0.7,0.1,23112,1184,12.4,0.1,27493,380,0.4,0.1,21318,1773,16.4,0.2,14217,176,3.1,0.1,16116,719,35.5,*****,14314,145,43.3,0.1,38083,251,25.7,(X),(X),(X),26.2,(X),(X),(X),18.1,(X),(X),(X)
0400000US08,08,Colorado,1819037,8199,65991,744,85.1,0.3,64988,782,27.2,0.5,12846,946,20.3,0.3,12967,178,2.7,0.2,7021,300,2.1,0.2,2355,194,14.8,0.4,21755,649,1164221,11318,78182,1027,10.0,0.3,45293,2887,30.1,0.7,62305,1853,41.7,0.8,93567,1355,8.2,0.4,65674,3199,8.3,0.4,110650,3779,1.6,0.2,76321,6713,4562244,*****,27081,300,83.5,0.4,28881,363,3.6,0.1,19783,1284,0.9,0.1,21250,2212,2.6,0.1,24636,1446,0.1,0.1,17812,5942,6.7,0.4,15452,673,2.6,0.2,14308,1221,19.5,*****,14449,394,71.9,0.1,31276,379,19.5,(X),(X),(X),19.7,(X),(X),(X),14.1,(X),(X),(X)
0400000US09,09,Connecticut,1323838,6482,84257,1409,80.7,0.4,86840,1515,32.8,0.6,15319,1035,28.1,0.4,14508,182,3.0,0.3,6886,354,2.7,0.3,3887,491,17.6,0.4,20048,878,893288,9593,100603,1654,11.3,0.5,47120,3018,29.2,0.7,88514,3911,37.0,0.8,123413,2793,9.6,0.6,77078,4696,10.3,0.4,131044,4743,2.6,0.3,110442,11428,3394751,*****,33949,511,81.2,0.3,36925,603,9.1,0.2,19528,866,0.2,0.1,20432,5984,3.2,0.1,35173,3345,0.0,0.1,24675,13821,4.5,0.3,16741,2074,1.7,0.2,14593,2540,10.9,*****,18126,1210,75.3,0.1,38277,622,26.6,(X),(X),(X),27.1,(X),(X),(X),19.8,(X),(X),(X)
0400000US10,10,Delaware,317640,2835,67631,1788,81.4,0.8,67341,2069,26.6,1.0,10434,1465,28.3,0.7,14289,404,2.9,0.4,7151,681,2.3,0.4,2514,764,22.7,1.0,19299,998,216182,4310,78195,2289,12.2,0.8,45308,3273,31.2,1.4,62087,4581,35.4,1.5,98796,3794,9.8,0.9,65411,5935,8.9,1.0,109900,6410,2.4,0.5,85682,12651,818587,*****,27650,725,73.6,0.4,30364,917,19.9,0.2,20050,1124,0.3,0.1,20277,6793,2.7,0.1,29590,4309,0.0,0.1,N,N,2.0,0.4,13081,3015,1.5,0.2,12820,2646,6.1,*****,13983,1465,69.6,0.1,31282,928,26.6,(X),(X),(X),26.7,(X),(X),(X),19.8,(X),(X),(X)
0400000US11,11,District of Columbia,248213,2990,75058,2722,80.2,1.1,79530,3418,25.2,1.4,13865,2337,20.1,1.0,10767,517,3.2,0.5,5915,594,4.6,0.6,3359,354,15.9,1.0,26357,2255,108483,3810,92404,5055,15.6,1.7,30710,7069,38.3,2.1,67012,7195,27.3,1.9,161754,13064,12.8,1.6,72656,7107,3.3,0.8,172928,67430,2.8,0.7,101610,17382,515118,*****,37569,1373,32.4,0.6,69143,3814,56.8,0.5,21191,872,0.3,0.1,38476,15355,3.0,0.3,41421,6835,0.0,0.1,N,N,6.0,0.6,19583,2813,1.5,0.4,36538,20124,8.9,*****,24855,3469,29.7,0.3,72123,4032,27.3,(X),(X),(X),33.4,(X),(X),(X),23.0,(X),(X),(X)
